Brand Name,City,Name,Latitude,Longitude,Phone,Fax,Email,Address
Audi,Kochi,K.p. Cars Pvt. Ltd.,9.939492,76.31849,4843087777,,service@audikochi.in,"Meleth Lane, Behind IBP Petrol Pump, NH 47 Vyttila Aroor, Bye Pass Road, Maradu, Survey No. 228/16, Kochi, Kerala 682001"
Audi,Coimbatore,Audi Coimbatore,11.003484,76.970152,0422-4030100,,info@audicoimbatore.in,"1020, Avinashi Road, Near Nehru Stadium, Coimbatore, Tamil Nadu 641018"
Audi,New Delhi,Audi Delhi South,28.517433,77.295321,7375811321,,info@audidelhisouth.net,"B1/H1, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi, Delhi 110044"
Audi,New Delhi,Audi New Delhi West,28.661764,77.151826,7375006379,,cre@audinewdelhiwest.com,"Plot No-9A, Moti Nagar, Najafgarh Road, New Delhi, Delhi 110005"
Audi,Ernakulam,Audi Kochi,9.939518,76.318498,9249412345,,"info@audikochi.in,sales@audikochi.in","Kp Cars Private Limited, Nh-47 Vytilla Aroor Bypass Road, Marudu P O, Survey No. 228/1, Ernakulam, Kerala 682304"
Audi,Goa,Audi Goa,15.46668,73.806463,08322465155,,,"H.No-15/153/A1, Miramar-Dona Paul highway, Caranzalem, Panjim, Near&nbsp;Caranzalem Petrol Pump, Goa, Goa 403002"
Audi,Goa,M.v.r. Automobile Pvt. Ltd.,15.368608,73.9448,8326621771,,cre1@audigoa.com,"Near Choksi Laboratories, Phase 1-A, Verna Industrial Estate Plot no B-21, Goa, Goa 403721"
Audi,Gurgaon,Audi Gurugram,28.498027,77.079259,7375002804,,info@audi-gurugram.in,"Plot No 288 A, Phase 4, Udyog Vihar, Sector 18, Gurgaon, Haryana 122001"
Audi,Gurgaon,Audi Gurugram,28.498027,77.079259,7375002804,,info@audi-gurugram.in,"Plot No 288 A, Phase 4, Udyog Vihar, Sector 18, Gurgaon, Haryana 122001"
Audi,Guwahati,Audi Guwahati,26.1117,91.780105,7399022022,,info@audiguwahati.com,"Lalmati, National Highway 37, Guwahati, Assam 781028"
Audi,Hyderabad,Audi Hyderabad,17.445534,78.38519,04023324545,,,"8, Ground Floor, CSR Estate, Madhapur, Sector 01, HUDA Techno Enclave, Hyderabad, Telangana 500081"
Audi,Hyderabad,Olympus Motors Pvt. Ltd.,17.410469,78.437707,4023324545,,info@audihyderabad.in,"Rashtrapathi Road, Road No. 12, No. 8571, Hyderabad, Telangana 500004"
Audi,Indore,Audi Indore,22.770936,75.905891,9977439999,0731-4277111,info@audiindore.com,"Mr 11 Kataria Complex, Ring Road, Dewas Naka, Near Metro Whole Sale, Indore, Madhya Pradesh 452010"
Audi,Jaipur,Audi Jaipur,26.916892,75.804099,8875020009,,info@audijaipur.com,"Kamal & Company, Mi Road, Opp. Gpo, Jaipur, Rajasthan 302001"
Audi,Jammu,Audi Jammu,32.672137,74.883801,0191-2482751,,sales@audijammu.com,"NH-1A, Kunjwani Bye pass road, 5th Milestone, Jammu, Jammu and Kashmir 180010"
Audi,Karnal,Audi Karnal,29.601509,76.98001,8199924200,,"manish.gupta@audikarnal.in, info@audikarnal.in","113/12, Nh-1, Milestone, B.p.o Madhuban, Karnal, Haryana 132001"
Audi,Kochi,K.p. Cars Pvt. Ltd.,9.939492,76.31849,4843087777,,service@audikochi.in,"Meleth Lane, Behind IBP Petrol Pump, NH 47 Vyttila Aroor, Bye Pass Road, Maradu, Survey No. 228/16, Kochi, Kerala 682001"
Audi,Kolkata,Audi Kolkata,22.545015,88.360563,9163036666,,sales@audikolkata.com,"Jaika vhicle pvt. Ltd.,9, Ajc Bose Road, Mullick Bazar, Park Street Area, Kolkata, West Bengal 700017"
Audi,Kozhikode,Audi Kozhikode,11.313953,75.756002,9539011144,,"crm@audikozhikode.in,sales@audikozhikode.in","Sreeja Group, Nh 17 Calicut Kannur Highway, Puthiyangadi, Po Pavanagad, Kozhikode, Kerala 673021"
Audi,Lucknow,Audi Lucknow,26.769773,80.8772,9598666666,,info@audilucknow.in,"Forwheels auto pvt ltd,Khasra N0. 464&465, Chillawan Kanpur Road, Vijayanagar Colony, Near Amousi Airport Circle, Lucknow, Uttar Pradesh 226023"
Audi,Ludhiana,Audi Ludhiana,30.871474,75.912344,1613088888,,,"Plot No. 3, Ambala, GT Road Towards, Ludhiana, Punjab 141003"
Audi,Madurai,Audi Madurai,9.973039,78.040427,0452-2543400,,,"Madurai To Dindugal National Highway, Samayanallur(post), Madurai, Madurai, Tamil Nadu 625402"
Audi,Mangalore,Audi Mangalore,12.869073,74.858055,9900068897,,info@audimangalore.in,"Mak Mall Ground Floor, Kankanady Bypass Rd, Kankanady, Mangalore Gate Bus Stop, Mangalore, Karnataka 575002"
Audi,Mumbai,Audi Mumbai South,18.976843,72.809752,022 6616 8000,,sales@audimumbaisouth.net,"17, Vasundhara Building, Bhulabhai Desai Road, Haji Ali, Tardeo, Mumbai, Maharashtra 400026"
Audi,Mumbai,Audi Mumbai West,19.12959,72.831686,7375006158,,"sales@audimumbaiwest.in, crmsales@audimumbaiwest.in","New Link Road, Neo Vikram, Andheri West, Ground Floor, Opp. Star Bazzar, Mumbai, Maharashtra 400008"
Audi,Nagpur,Audi Nagpur,21.155891,79.07848,7350037777,7104-232278,sales@audinagpur.in,"01, Commercial Road, Besides Jaika Building, Nagpur, Maharashtra 440001"
Audi,Nashik,Audi Nashik,19.950498,73.75088,8879250304,,info@audinashik.in,"M Square automobiles pvt. Ltd.,Plot No. B-3, Lokmat Bhavan, Mumbai-agra Highway, Ambad,  Off, Midc, Nashik, Maharashtra 422010"
Audi,New Delhi,Audi Delhi South,28.517433,77.295321,7375811321,,info@audidelhisouth.net,"B1/H1, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi, Delhi 110044"
Audi,New Delhi,Audi New Delhi West,28.661764,77.151826,7375006379,,cre@audinewdelhiwest.com,"Plot No-9A, Moti Nagar, Najafgarh Road, New Delhi, Delhi 110005"
Audi,Panaji,M.v.r. Automobile Pvt. Ltd.,15.466666,73.806466,8888049000,,info@audigoa.com,"H.No-15/153/A1, Miramar-Dona Paul highway, Caranzalem, Near Caranzalem Petrol Pump, Panaji, Goa 403001"
Audi,Pune,Audi Pune,18.548074,73.772804,9881400200,,info@audipune.in,"Jubilant motor Works,Sr. No. 45/1 to 10/1, Mumbai-bangalore Bypass Highway, Baner, Aditya English E School, Pune, Maharashtra 411045"
Audi,Raipur,Audi Raipur,21.257623,81.563956,8223817777,0771-4024779,marketing@audiraipur.in,"Labhandi, G. E Road G.F. 19, N.H.6, Raipur, Chhattisgarh 492001"
Audi,Raipur,Audi Raipur,21.257452,81.563978,07714024777,,,"G.E Road, Tatibandh, C.G, Raipur, Chhattisgarh 492099"
Audi,Rajkot,Audi Rajkot,22.314701,70.835563,9924440984,,info@audirajkot.com,"Kuvadva - Rajkot Road, Anandpar, Near Patel Vihar Garden Restaurant, Rajkot, Gujarat 360007"
Audi,Rajkot,Audi Rajkot,22.314701,70.835563,7069035657,,info@audirajkot.com,"Kuvadva - Rajkot Road, Anandpar, Near Patel Vihar Garden Restaurant, Rajkot, Gujarat 360007"
Audi,Surat,Audi Surat,21.148544,72.760425,9662515080,,info@audisurat.com,"Nixinova Motors Pvt.Ltd.,43, T.p Scheme No: 03, Dumas Road, Rundh Magdalla, Nr. Rundhnath Mahadev Mandir, Surat, Gujarat 395007"
Audi,Thane,Audi Thane,19.225658,72.97775,7375006268,,sales@audithane.com,"326/6, Mohan Mill Compound, Goudbunder Road, Thane West, Next To Eicher Company, Thane, Maharashtra 400607"
Audi,Thane,Audi Thane,19.198252,72.949011,02241534444,,,"D-5, Road No. 34, Thane, Wagle Industrial Est MIDC, Thane, Maharashtra 400604"
Audi,Udaipur,Audi Udaipur,24.548627,73.687854,8875029804,,info@audiudaipur.com,"Kamal & Company, Nh8, Ahmedabad Road, Hiran Magrisajjan Nagar, Goverdhan Villas, Udaipur, Rajasthan 313001"
Audi,Vadodara,Audi Vadodara,22.268438,73.165493,0265-6503280,,service@audivadodara.com,"Corner Heights Vadsar Ring Road, Kalali, Near Delhi Public School, Vadodara, Gujarat 390012"
Audi,Visakhapatnam,Audi Visakhapatnam,17.731214,83.316129,8978291818,,sales@audivisakhapatnam.in,"Olympus Motors Pvt. Ltd,D. No. 52-10-1, Chalamala Commercial Complex, Resapuvanepalem, Beside Swarnabharati Indoor Stadium, Visakhapatnam, Andhra Pradesh 530035"
Audi,Visakhapatnam,Audi Visakhapatnam,17.731214,83.316129,8978291818,,sales@audivisakhapatnam.in,"Olympus Motors Pvt. Ltd,D. No. 52-10-1, Chalamala Commercial Complex, Resapuvanepalem, Beside Swarnabharati Indoor Stadium, Visakhapatnam, Andhra Pradesh 530035"
Bentley,New Delhi,Exclusive Motors,28.596959,77.197512,9971045555,,info@bentleyindia.net,"Hotel Samrat Lower,ground Floor, Kautilya Marg, Chanakyapuri, Diplomatic Enclave, New Delhi, Delhi 110021"
Bentley,Mumbai,Exclusive Motors,19.075984,72.877656,022-22885556,,,"Dhanraj Mahal, Csm Road, Apollo Bunder, Victoria Terminus, Mumbai, Maharashtra 400001"
Bentley,New Delhi,Exclusive Motors,28.596959,77.197512,9971045555,,info@bentleyindia.net,"Hotel Samrat Lower,ground Floor, Kautilya Marg, Chanakyapuri, Diplomatic Enclave, New Delhi, Delhi 110021"
BMW,Ahmedabad,Gallops Autohaus.,22.991156,72.49712,7375003758,,cse.ahm@bmw-gallopsautohaus.in,"S G Highway, Sarkhej, Sarkhej Sanad Cross road, Ahmedabad, Gujarat 380007"
BMW,Aurangabad,Bavaria Motors,19.873489,75.388156,77680 06000,,,"Plot no P/1/2, Chikhalthana Industrial Area, MIDC, Aurangabad, Maharashtra 431006"
BMW,Bangalore,Navnit Motors,12.862536,77.659779,7375097860,080-28523053,"prity.zafar@bmw-navnitmotors.in, fahad.shaik@bmw-navnitmotors.in","4, Hosur Road, Konappana Agrahara Begur Hobli, Near Electronic City, Bangalore, Karnataka 560100"
BMW,Bangalore,Navnit Motors,12.97299,77.599516,080-22224544,080-22223636,enquiry.bng@bmw-navnitmotors.in,"No-2,(old No-4), Prestige Emerald,ground Floor, Madras Bank Road, Vasanth Nagar, Near Lavelle Road, Bangalore, Karnataka 560001"
BMW,Bangalore,Navnit Motors,12.862536,77.659779,7375097860,080-28523053,"prity.zafar@bmw-navnitmotors.in, fahad.shaik@bmw-navnitmotors.in","4, Hosur Road, Konappana Agrahara Begur Hobli, Near Electronic City, Bangalore, Karnataka 560100"
BMW,Bangalore,Navnit Motors,12.97299,77.599516,080-22224544,080-22223636,enquiry.bng@bmw-navnitmotors.in,"No-2,(old No-4), Prestige Emerald,ground Floor, Madras Bank Road, Vasanth Nagar, Near Lavelle Road, Bangalore, Karnataka 560001"
BMW,Bhubaneswar,O S L Prestige,20.290635,85.845373,7894092484,0674-2541170,info@bmw-oslprestige.in,"5B, Saheed Nagar, Near Hotel Empires, Bhubaneswar, Orissa 751007"
BMW,Kozhikode,Platino Classic,11.274316,75.773871,0495-6696666,0495-6696677,info@bmw-platinoclassic.in,"Bldg No.1/3699, Nadakkavu P.o,kozhikode, Vandipetta, Kozhikode, Kerala 673011"
BMW,Chandigarh,Krishna Automobiles,30.704247,76.802518,7375006415,0172-4602301,info@bmw-krishnaautomobiles.in,"125, Phase I, Industrial Area, Chandigarh, Chandigarh 160002"
BMW,Chennai,K U N Exclusive,12.985608,80.173956,9551909999,,jayashankar.rajagopal@bmw-kunexclusive.in,"20, Meenambakkam, Gst Road, Chennai, Tamil Nadu 600027"
BMW,Chennai,K U N Exclusive,13.058613,80.264156,044-28464441,,info@bmw-kunexclusive.in,"Shop No.UGFD01, Express Avenue Mall Showroom, Ground Floor, No.49,50L, Royapettah, Whites Road, Chennai, Tamil Nadu 600014"
BMW,Chennai,Kun Motor,13.094955,80.172083,4449261111,,info@bmw-kunexclusive.in,"B7 &amp; B8, Ambattur, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058"
BMW,Kochi,Evm Autokraft India Pvt Ltd,10.051173,76.319869,8113033333,,info@bmw-evmautokraft.in,"23/649 A1, Angel Plaza, NH 47, South Kalamassery, Kalamasery, Kochi, Kerala 682022"
BMW,Kochi,Platino Classic Motors,9.948311,76.318825,4846696666,,info@bmw-platinoclassic.in,"No. II 6B, NH - 47, Maradu P.O. Cochin, Vytilla Aroor By-Pass Road:, Kochi, Kerala 692306"
BMW,Coimbatore,K U N Exclusive,11.009127,77.03736,0422-3041111,422 3041100,info@bmw-kunexclusive.in,"Door No: 1/582-2, Avinashi Road, Arasur Post, Sulur Taluk, Neelambur village, Coimbatore, Tamil Nadu 641408"
BMW,Coimbatore,Kun Motor,11.019595,77.036449,4222270900,,info@bmw-kunexclusive.in,"No. 33A, Neelikonam Palayam, Aerodrome Road, Coimbatore, Tamil Nadu 641033"
BMW,Cuttack,Osl Prestige,20.460074,85.901685,6716543968,,info@bmw-oslprestige.in,"N H 5 PO, Bhanpur, Gopalpur National Highway, Cuttack, Orissa 753011"
BMW,New Delhi,Deutsche Motoren,28.517727,77.29511,011-43090000,011-41682555,info-south@bmw-deutschemotoren.in,"B-1/H-5, Mohan Co-operative Industrial Estate, Mathura Road, New Delhi, Delhi 110044"
BMW,New Delhi,Deutsche Motoren,28.652858,77.132282,011-47260000,011-47260055,info-west@bmw-deutschemotoren.in,"27B, Moti Nagar, Shivaji Marg, New Delhi, Delhi 110015"
BMW,Ernakulam,Platino Classic,9.94818,76.318604,9529664131,,,"2/6B, Nh-47, Maradu, Bypass Road, Ernakulam, Kerala 682304"
BMW,Faridabad,Deutsche Motoren,28.439761,77.308139,0129-4269000,0129-4269055,info@bmw-deutschemotoren.in,"Plot No.1, Mathura Road, Urban Estate, Sector-27b, Faridabad, Haryana 121003"
BMW,Gurgaon,Bird Automotive,28.470922,77.054082,7375879989,0124-3996162,info@bmw-birdautomotive.in,"4 Idc, Sector -14, Near Mg Road, Gurgaon, Haryana 122001"
BMW,Gurgaon,Bird Automotive.,28.421422,77.104658,8468851212,,info@bmw-birdautomotive.in,"1 Baani, Golf Course Road, Sector 56, Gurgaon, Haryana 122011"
BMW,Gurgaon,Bird Automotive,28.470922,77.054082,7375879989,0124-3996162,info@bmw-birdautomotive.in,"4 Idc, Sector -14, Near Mg Road, Gurgaon, Haryana 122001"
BMW,Gurgaon,Bird Automotive.,28.421422,77.104658,8468851212,,info@bmw-birdautomotive.in,"1 Baani, Golf Course Road, Sector 56, Gurgaon, Haryana 122011"
BMW,Hyderabad,K U N Exclusive,17.416766,78.457052,040-44656565,040-44656566,info@bmw-kunexclusive.in,"6-3-569, Khairtabad, Opposite R.t.a Office, Hyderabad, Telangana 500082"
BMW,Indore,Infinity Cars,22.771106,75.907732,0731-4008989,0731-4008999,info@bmw-infinitycars.in,"No17, Mangal Compound, Mr-11, Pipliya Kumar Dewas Naka, Near Smriti College Of Pharma Edu, Indore, Madhya Pradesh 452010"
BMW,Jaipur,Sanghi Classic,26.85598,75.794723,0141-4087070,0141-2551465,info@bmw-sanghiclassic.in,"Tonk Road, Sanghi Garden, Mahaveer Nagar-1, Opp J.oberoi Caterers, Jaipur, Rajasthan 302018"
BMW,Kanpur,Speed Motorwagen,26.481452,80.345839,0512-6541001,0522-3917128,info@bmw-speedmotorwagen.in,"15/63, Parwati Bagla Road, Civil Lines, Green Park Next to Krishna Tower, Kanpur, Uttar Pradesh 208001"
BMW,Kanpur,Speed Motorwagen,26.462113,80.299406,07275580001,,,"No. 64, Kalpi Road, Fazalganj, Government Industrial Estate, Kanpur, Uttar Pradesh 208001"
BMW,Kochi,Evm Autokraft India Pvt Ltd,10.051173,76.319869,8113033333,,info@bmw-evmautokraft.in,"23/649 A1, Angel Plaza, NH 47, South Kalamassery, Kalamasery, Kochi, Kerala 682022"
BMW,Kochi,Platino Classic Motors,9.948311,76.318825,4846696666,,info@bmw-platinoclassic.in,"No. II 6B, NH - 47, Maradu P.O. Cochin, Vytilla Aroor By-Pass Road:, Kochi, Kerala 692306"
BMW,Kolkata,O Sl  Prestige,22.548805,88.400365,033-22517010,033-22517011,info@bmw-oslprestige.in,"5, The Silver Arcade, Em Bypass, Jbs Halden Avenue, Mathpukur Bus Stop, Kolkata, West Bengal 700105"
BMW,Kolkata,Osl Prestige,22.539161,88.402795,339874058048,,info@bmw-oslprestige.in,"43, PO Dhapa Topsia, East Topsia Road Arupota, Kolkata, West Bengal 700105"
BMW,Kozhikode,Platino Classic,11.274316,75.773871,0495-6696666,0495-6696677,info@bmw-platinoclassic.in,"Bldg No.1/3699, Nadakkavu P.o,kozhikode, Vandipetta, Kozhikode, Kerala 673011"
BMW,Lucknow,Speed Motorwagen,26.885104,81.0473,0522-6540000,,info@bmw-speedmotorwagen.in,"Faizabad Road, 12.2 Kms,chinhat, Near Bbd College, Lucknow, Uttar Pradesh 226018"
BMW,Ludhiana,Krishna Automobiles,30.881869,75.89458,0161-5250000,0161-5255253,info@bmw-krishnaautomobiles.in,"G. T. Road, Dhandari Khurd, Focal Point, Ludhiana, Punjab 141014"
BMW,Madurai,Kun Motor,9.874714,78.027509,4442911111,,info@bmw-kunexclusive.in,"Survey No:82/9A2 - 12A, Thoppur Village, NH 7, Virudhunagar Road, Madurai, Tamil Nadu 625001"
BMW,Mangalagiri,K U N Exclusive,16.423561,80.565781,0864-5236565,0864-5236465,info@bmw-kunexclusive.in,"Plot No. 4, Old Nh-5, District Guntur Mangalagiri, Industrial Park, Mangalagiri, Andhra Pradesh 522503"
BMW,Mangalore,Navnit Motors,12.870945,74.894493,0824-2275333,0824-2275444,enquiry.mng@bmw-navnitmotors.in,"No. 48, Kodikal, Kannur Village, Padil, Mangalore, Karnataka 575007"
BMW,Mumbai,Navnit Motors,19.115982,72.840873,7375006241,022-26252288,customercare.andheri@bmw-navnitmotors.in,"C Wing Waterford Building, C D Burfiwala Road, Andheri West Mumbai, Juhu Lane, Mumbai, Maharashtra 400058"
BMW,Mumbai,Navnit Motors,19.189209,72.835879,7375004709,022-66772200,customercare.malad@bmw-navnitmotors.in,"C/o Sasangi Engineering, New Malad Link Road, Malad (w), Ramchandralane Junction, Mumbai, Maharashtra 400064"
BMW,Mumbai,Infinity Cars,18.988298,72.814568,022-67145100,022-67145199,info@bmw-infinitycars.in,"Dr. Annie Besant Road, Worli, Opp. Nehru Centre, Mumbai, Maharashtra 400018"
BMW,Mumbai,Infinity Cars,18.92408,72.821995,022-66664848,022-67145199,info@bmw-infinitycars.in,"Maker Chamber Vi, Nariman Point, Jamnalal Bajaj Road, Mumbai, Maharashtra 400021"
BMW,Nagpur,Munich Motors,21.14517,79.003754,7569880827,0710-4645533,info@bmw-munichmotors.in,"C-48/1A, Central Midc Road, Hingna Midc, Near Toll Plaza, Nagpur, Maharashtra 440028"
BMW,Navi Mumbai,Infinity Cars,19.051911,73.019578,022-27739000,,info@bmw-infinitycars.in,"Near Juhi Nagar Railway Station, Plot No.50, Sector No.1, Near Nerul, Navi Mumbai, Maharashtra 400706"
BMW,New Delhi,Deutsche Motoren,28.517727,77.29511,011-43090000,011-41682555,info-south@bmw-deutschemotoren.in,"B-1/H-5, Mohan Co-operative Industrial Estate, Mathura Road, New Delhi, Delhi 110044"
BMW,New Delhi,Deutsche Motoren,28.652858,77.132282,011-47260000,011-47260055,info-west@bmw-deutschemotoren.in,"27B, Moti Nagar, Shivaji Marg, New Delhi, Delhi 110015"
BMW,Noida,Deutsche Motoren,28.631098,77.380111,0120-4199000,0120-4199055,info@bmw-deutschemotoren.in,"Sector-63, H-8, Noida, Uttar Pradesh 201301"
BMW,Pune,Bavaria Motors,18.51991,73.873773,9922971117,020-26141777,Zeeba.Irani@bmw-bavariamotors.in,"15 B, Wellesley Road, Camp, Beside Lal Deval, Pune, Maharashtra 411001"
BMW,Pune,Bavaria Motors,18.508158,73.919521,2027030333,,info@bmw-bavariamotors.in,"Plot no. 25, Industrial Estate, Near Wanowrie Hadapsar, Pune, Maharashtra 411014"
BMW,Raipur,Munich Motors,21.241658,81.580475,0771-6555000,0771-6007000,info@bmw-munichmotors.in,"Ring Road No.1, Sarona, Near Petrol Pump Raipur, Raipur, Chhattisgarh 492010"
BMW,Rajkot,Gallops Autohaus,22.236738,70.80086,7375003758,,cse.ahm@bmw-gallopsautohaus.in,"S S V complex, Opp. Krishna Park, Service Road, Gondal Road, Rajkot, Gujarat 360004"
BMW,Ranchi,Titanium Autos,23.464696,85.457856,9608104485,,"customercare@bmw-titaniumautos.in,  jayashish.mishra@bmw-titaniumautos.in","NH-33, Birsa Munda, Zoological Park, Chakla, Ormanjhi Opp., Ranchi, Jharkhand 835219"
BMW,Surat,Bmw Eminent Cars,21.151087,72.762173,7375002808,,Marketing.Manager@bmw-eminentcars.in,"Plot No. 3, T.P.No.3, F.P.No.38, Dumas Road, Rundh Paikee, Beside Rangoli Restaurant, Surat, Gujarat 395007"
BMW,Udaipur,Bmw Sanghi Classic,24.575372,73.748795,9214292145,,info@bmw-sanghiclassic.in,"E-95, Road No.1, Madri Industrial Area, Ahmedabad Bypass, Udaipur, Rajasthan 313003"
BMW,Verna,Bavaria Motors,15.346958,73.92933,9552523490,0832-2887773,info@bmw-bavariamotors.in,"Plot No.2b, Verna Plateau, Salcete, Verna Industrial Estate, Verna, Goa 403722"
Bugatti,New Delhi,Bugatti New Delhi,28.602265,77.192685,919971045555,,,"Lower Ground floor, Hotel Samrat, Chanakyapuri, Kautilya Marg, New Delhi, Delhi 110021"
Bugatti,New Delhi,Bugatti New Delhi,28.602265,77.192685,919971045555,,,"Lower Ground floor, Hotel Samrat, Chanakyapuri, Kautilya Marg, New Delhi, Delhi 110021"
DC,Mumbai,Dc Design,19.11476,72.869093,9870133333,022-28217392,johncolaco@dcdesign.co.in,"Kondivita Road, Midc,andheri (east), Keytuo Industrial Compound, Mumbai, Maharashtra 400059"
DC,Pune,Aadivenoo Motors,18.547185,73.772551,8380040661,,aditya@pune.dcdesign.co.in,"M-arch Centre, Pashan-sus Road, Survey No-48,baner, Opp. Audi Service Station, Pune, Maharashtra 411045"
Ferrari,New Delhi,Select Cars,28.529775,77.287372,9911332203,011-43430000,"info@ferrarinewdelhi.in, sanjeev@selectcars.co.in","A-19, Mohan Cooperative Industrial Estate, Block E, New Delhi, Delhi 110044"
Ferrari,Mumbai,Navnit Motors,19.06846,72.868236,02261716171,022-24813336,Nargis.kazerooni@navnitmotors.com.,"Plot 59, G-2 Platina Building, Bkc - Bandra (e), Near City Bank, Mumbai, Maharashtra 400051"
Ferrari,New Delhi,Select Cars,28.529775,77.287372,9911332203,011-43430000,"info@ferrarinewdelhi.in, sanjeev@selectcars.co.in","A-19, Mohan Cooperative Industrial Estate, Block E, New Delhi, Delhi 110044"
Fiat,Agra,Kalyan Automart Private Limited,27.219745,77.933078,9837045973,,divesh@kalyangroup.com,"Sikandara Bye Pass Road, Near Mango Hotel, Agra, Uttar Pradesh 282007"
Fiat,Ahmedabad,Bhaskara Fiat,23.020784,72.564797,9925004059,,bhaskarasales1@gmail.com,"Devansh Building Ground Floor, Gujarat College Road, Ellis Bridge, Near Akashganga Complex, Ahmedabad, Gujarat 380006"
Fiat,Ahmedabad,Bhaskara Fiat,23.020763,72.564801,,,bhaskarasales1@gmail.com,"75, Bhram Khsatriya Society, Ellisbridge, Gujarat College Road, Ahmedabad, Gujarat 380006"
Fiat,Ahmednagar,Sky Moto Automobiles Pvt Ltd,18.530668,73.829883,8956446644,,salespcmc@skyfiat.com,"Showroom no. 01 & 02, Ground Floor, ICC Tech Park, Bapat Road, Pune, Sr. No. 403, Senapati, Ahmednagar, Maharashtra 413201"
Fiat,Allahabad,Eldee Fiat,25.454344,81.835017,,,eldee.sm.fca@gmail.com,"2, Sardar Patel Marg, Allahabad, Civil Lines, Allahabad, Uttar Pradesh 211001"
Fiat,Ambala,Metro Motors,30.340473,76.835008,9729026999 ,,Fiatservice@Metromotors.Co.In,"106, Railway Road, Ambala Cantt, Near Football Chowk, Ambala, Haryana 133001"
Fiat,Amritsar,Novelty Jeep,31.607503,74.92881,8288018861,,noveltyjeep@noveltygroup.in,"Novelty Fiat, G.T. Road, Near Amritsar Gate, Amritsar, Punjab 143001"
Fiat,Aurangabad,Varada Vehicle Pvt Ltd,19.87685,75.371263,9850533366,,gmsales@varada-fca.com,"C/o Prozone Mall P80/D5, API compound, Aurangabad, Chikalthana, Aurangabad, Maharashtra 431006"
Fiat,Bangalore,Fiat Caffe - (also Exclusive Dealership Of Fiat Abarth),12.956696,77.641596,9035002267,,sanjai@khtagencies.com,"92/93, Koramangala Inner Ring road, Amarjyothi Layout, Bangalore, Karnataka 560071"
Fiat,Bangalore,Kht Agencies Private Limited,13.02455,77.546616,8494900001,,,"No.44, Tumkur Road, Opposite To Shell Petrol Pump, Industrial Suburb Service Road, Bangalore, Karnataka 560002"
